accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
PP983481.1	subgenomic	933	2	+	0	-1	-1		0
PP983482.1	subgenomic	927	10	+	0	-1	-1		0
PP983483.1	subgenomic	939	3	+	0	-1	-1		0
PP983484.1	subgenomic	933	5	+	0	-1	-1		0
PP983485.1	subgenomic	933	7	+	0	-1	-1		0
PP983486.1	subgenomic	927	0	+	0	-1	-1		0
PP983487.1	subgenomic	930	2	+	0	-1	-1		0
PP983488.1	subgenomic	921	11	+	0	-1	-1		0
PP983489.1	subgenomic	915	4	+	0	-1	-1		0
PP983490.1	subgenomic	897	2	+	0	-1	-1		0
PP983491.1	subgenomic	909	5	+	0	-1	-1		0
PP983492.1	subgenomic	900	4	+	0	-1	-1		0
PP983493.1	subgenomic	891	4	+	0	-1	-1		0
PP983494.1	subgenomic	921	4	+	0	-1	-1		0
PP983495.1	subgenomic	918	1	+	0	-1	-1		0
PP983496.1	subgenomic	921	2	+	0	-1	-1		0
PP983497.1	subgenomic	939	5	+	0	-1	-1		0
PP983498.1	subgenomic	909	0	+	0	-1	-1		0
PP983499.1	subgenomic	879	5	+	0	-1	-1		0
PP983500.1	subgenomic	921	0	+	0	-1	-1		0
PP983501.1	subgenomic	933	0	+	0	-1	-1		0
PP983502.1	subgenomic	921	7	+	0	-1	-1		0
PP983503.1	subgenomic	918	1	+	0	-1	-1		0
PP983504.1	subgenomic	885	2	+	0	-1	-1		0
PP983505.1	subgenomic	921	5	+	0	-1	-1		0
PP983506.1	subgenomic	900	0	+	0	-1	-1		0
PP983507.1	subgenomic	921	0	+	0	-1	-1		0
PP983508.1	subgenomic	909	12	+	0	-1	-1		0
PP983509.1	subgenomic	909	2	+	0	-1	-1		0
PP983510.1	subgenomic	933	2	+	0	-1	-1		0
PP983511.1	subgenomic	936	11	+	0	-1	-1		0
PP983512.1	subgenomic	936	0	+	0	-1	-1		0
PP983513.1	subgenomic	915	2	+	0	-1	-1		0
PP983514.1	subgenomic	930	0	+	0	-1	-1		0
PP983515.1	subgenomic	933	0	+	0	-1	-1		0
PP983516.1	subgenomic	933	0	+	0	-1	-1		0
PP983517.1	subgenomic	942	3	+	0	-1	-1		0
PP983518.1	subgenomic	885	7	+	0	-1	-1		0
PP983519.1	subgenomic	918	4	+	0	-1	-1		0
PP983520.1	subgenomic	933	0	+	0	-1	-1		0
PP983521.1	subgenomic	921	1	+	0	-1	-1		0
PP983522.1	subgenomic	927	4	+	0	-1	-1		0
PP983523.1	subgenomic	933	0	+	0	-1	-1		0
PP983524.1	subgenomic	933	4	+	0	-1	-1		0
PP983525.1	subgenomic	933	5	+	0	-1	-1		0
PP983526.1	subgenomic	909	1	+	0	-1	-1		0
PP983527.1	subgenomic	906	1	+	0	-1	-1		0
PP983528.1	subgenomic	819	2	+	0	-1	-1		0
PP983529.1	subgenomic	924	4	+	0	-1	-1		0
PP983530.1	subgenomic	915	1	+	0	-1	-1		0
PP983531.1	subgenomic	933	5	+	0	-1	-1		0
PP983532.1	subgenomic	885	7	+	0	-1	-1		0
PP983533.1	subgenomic	909	12	+	0	-1	-1		0
PP983534.1	subgenomic	942	10	+	0	-1	-1		0
PP983535.1	subgenomic	927	10	+	0	-1	-1		0
PP983536.1	subgenomic	924	2	+	0	-1	-1		0
PP983537.1	subgenomic	930	0	+	0	-1	-1		0
PP983538.1	subgenomic	903	6	+	0	-1	-1		0
PP983539.1	subgenomic	936	12	+	0	-1	-1		0
PP983540.1	subgenomic	921	5	+	0	-1	-1		0
PP983541.1	subgenomic	921	0	+	0	-1	-1		0
PP983542.1	subgenomic	927	1	+	0	-1	-1		0
PP983543.1	subgenomic	933	8	+	0	-1	-1		0
PP983544.1	subgenomic	936	0	+	0	-1	-1		0
PP983545.1	subgenomic	909	3	+	0	-1	-1		0
PP983546.1	subgenomic	912	8	+	0	-1	-1		0
PP983547.1	subgenomic	930	0	+	0	-1	-1		0
PP983548.1	subgenomic	897	6	+	0	-1	-1		0
PP983549.1	subgenomic	861	18	+	0	-1	-1		0
PP983550.1	subgenomic	915	4	+	0	-1	-1		0
PP983551.1	subgenomic	942	4	+	0	-1	-1		0
PP983552.1	subgenomic	876	4	+	0	-1	-1		0
PP983553.1	subgenomic	930	1	+	0	-1	-1		0
PP983554.1	subgenomic	870	0	+	0	-1	-1		0
PP983555.1	subgenomic	918	5	+	0	-1	-1		0
PP983556.1	subgenomic	936	3	+	0	-1	-1		0
PP983557.1	subgenomic	933	1	+	0	-1	-1		0
PP983558.1	subgenomic	933	10	+	0	-1	-1		0
PP983559.1	subgenomic	906	0	+	0	-1	-1		0
PP983560.1	subgenomic	915	2	+	0	-1	-1		0
PP983561.1	subgenomic	897	5	+	0	-1	-1		0
PP983562.1	subgenomic	900	6	+	0	-1	-1		0
PP983563.1	subgenomic	942	0	+	0	-1	-1		0
PP983564.1	subgenomic	918	6	+	0	-1	-1		0
PP983565.1	subgenomic	909	0	+	0	-1	-1		0
PP983566.1	subgenomic	924	12	+	0	-1	-1		0
PP983567.1	subgenomic	912	6	+	0	-1	-1		0
PP983568.1	subgenomic	933	2	+	0	-1	-1		0
PP983569.1	subgenomic	933	9	+	0	-1	-1		0
PP983570.1	subgenomic	933	6	+	0	-1	-1		0
PP983571.1	subgenomic	924	4	+	0	-1	-1		0
PP983572.1	subgenomic	933	1	+	0	-1	-1		0
PP983573.1	subgenomic	933	8	+	0	-1	-1		0
PP983574.1	subgenomic	774	2	+	0	-1	-1		0
PP983575.1	subgenomic	888	5	+	0	-1	-1		0
PP983576.1	subgenomic	858	0	+	0	-1	-1		0
PP983577.1	subgenomic	936	3	+	0	-1	-1		0
PP983578.1	subgenomic	915	1	+	0	-1	-1		0
PP983579.1	subgenomic	906	2	+	0	-1	-1		0
PP983580.1	subgenomic	936	5	+	0	-1	-1		0
PP983581.1	subgenomic	921	0	+	0	-1	-1		0
PP983582.1	subgenomic	915	13	+	0	-1	-1		0
PP983583.1	subgenomic	921	7	+	0	-1	-1		0
PP983584.1	subgenomic	933	7	+	0	-1	-1		0
PP983585.1	subgenomic	918	1	+	0	-1	-1		0
PP983586.1	subgenomic	909	2	+	0	-1	-1		0
PP983587.1	subgenomic	879	10	+	0	-1	-1		0
PP983588.1	subgenomic	918	1	+	0	-1	-1		0
PP983589.1	subgenomic	903	1	+	0	-1	-1		0
PP983590.1	subgenomic	912	1	+	0	-1	-1		0
PP983591.1	subgenomic	933	0	+	0	-1	-1		0
PP983592.1	subgenomic	918	6	+	0	-1	-1		0
PP983593.1	subgenomic	915	0	+	0	-1	-1		0
PP983594.1	subgenomic	924	5	+	0	-1	-1		0
PP983595.1	subgenomic	924	3	+	0	-1	-1		0
PP983596.1	subgenomic	915	4	+	0	-1	-1		0
PP983597.1	subgenomic	933	2	+	0	-1	-1		0
PP983598.1	subgenomic	933	1	+	0	-1	-1		0
PP983599.1	subgenomic	927	1	+	0	-1	-1		0
PP983600.1	subgenomic	915	10	+	0	-1	-1		0
PP983601.1	subgenomic	936	3	+	0	-1	-1		0
PP983602.1	subgenomic	924	0	+	0	-1	-1		0
PP983603.1	subgenomic	897	4	+	0	-1	-1		0
PP983604.1	subgenomic	924	3	+	0	-1	-1		0
PP983605.1	subgenomic	924	6	+	0	-1	-1		0
PP983606.1	subgenomic	912	6	+	0	-1	-1		0
PP983607.1	subgenomic	888	19	+	0	-1	-1		0
PP983608.1	subgenomic	933	0	+	0	-1	-1		0
PP983609.1	subgenomic	933	5	+	0	-1	-1		0
PP983610.1	subgenomic	933	0	+	0	-1	-1		0
PP983611.1	subgenomic	894	20	+	0	-1	-1		0
PP983612.1	subgenomic	903	9	+	0	-1	-1		0
PP983613.1	subgenomic	942	6	+	0	-1	-1		0
PP983614.1	subgenomic	924	0	+	0	-1	-1		0
PP983615.1	subgenomic	921	0	+	0	-1	-1		0
PP983616.1	subgenomic	897	0	+	0	-1	-1		0
PP983617.1	subgenomic	927	4	+	0	-1	-1		0
PP983618.1	subgenomic	942	3	+	0	-1	-1		0
PP983619.1	subgenomic	888	3	+	0	-1	-1		0
PP983620.1	subgenomic	903	0	+	0	-1	-1		0
PP983621.1	subgenomic	918	0	+	0	-1	-1		0
PP983622.1	subgenomic	921	2	+	0	-1	-1		0
PP983623.1	subgenomic	930	0	+	0	-1	-1		0
PP983624.1	subgenomic	930	3	+	0	-1	-1		0
PP983625.1	subgenomic	906	6	+	0	-1	-1		0
PP983626.1	subgenomic	912	2	+	0	-1	-1		0
PP983627.1	subgenomic	906	9	+	0	-1	-1		0
PP983628.1	subgenomic	921	8	+	0	-1	-1		0
PP983629.1	subgenomic	918	0	+	0	-1	-1		0
PP983630.1	subgenomic	942	9	+	0	-1	-1		0
PP983631.1	subgenomic	912	3	+	0	-1	-1		0
PP983632.1	subgenomic	888	4	+	0	-1	-1		0
PP983633.1	subgenomic	933	1	+	0	-1	-1		0
PP983634.1	subgenomic	927	1	+	0	-1	-1		0
PP983635.1	subgenomic	921	0	+	0	-1	-1		0
PP983636.1	subgenomic	927	6	+	0	-1	-1		0
PP983637.1	subgenomic	924	4	+	0	-1	-1		0
PP983638.1	subgenomic	912	3	+	0	-1	-1		0
PP983639.1	subgenomic	936	0	+	0	-1	-1		0
PP983640.1	subgenomic	912	10	+	0	-1	-1		0
PP983641.1	subgenomic	936	3	+	0	-1	-1		0
PP983642.1	subgenomic	891	2	+	0	-1	-1		0
PP983643.1	subgenomic	909	0	+	0	-1	-1		0
PP983644.1	subgenomic	927	0	+	0	-1	-1		0
PP983645.1	subgenomic	924	0	+	0	-1	-1		0
PP983646.1	subgenomic	927	16	+	0	-1	-1		0
PP983647.1	subgenomic	918	9	+	0	-1	-1		0
PP983648.1	subgenomic	936	7	+	0	-1	-1		0
PP983649.1	subgenomic	885	4	+	0	-1	-1		0
PP983650.1	subgenomic	924	9	+	0	-1	-1		0
PP983651.1	subgenomic	906	2	+	0	-1	-1		0
PP983652.1	subgenomic	906	4	+	0	-1	-1		0
PP983653.1	subgenomic	912	1	+	0	-1	-1		0
PP983654.1	subgenomic	921	5	+	0	-1	-1		0
PP983655.1	subgenomic	882	5	+	0	-1	-1		0
PP983656.1	subgenomic	918	0	+	0	-1	-1		0
PP983657.1	subgenomic	777	7	+	0	-1	-1		0
PP983658.1	subgenomic	885	1	+	0	-1	-1		0
PP983659.1	subgenomic	768	11	+	0	-1	-1		0
PP983660.1	subgenomic	909	0	+	0	-1	-1		0
PP983661.1	subgenomic	924	0	+	0	-1	-1		0
PP983662.1	subgenomic	837	9	+	0	-1	-1		0
PP983663.1	subgenomic	945	10	+	0	-1	-1		0
PP983664.1	subgenomic	918	6	+	0	-1	-1		0
PP983665.1	subgenomic	918	0	+	0	-1	-1		0
PP983666.1	subgenomic	921	0	+	0	-1	-1		0
PP983667.1	subgenomic	918	1	+	0	-1	-1		0
PP983668.1	subgenomic	915	0	+	0	-1	-1		0
PP983669.1	subgenomic	933	7	+	0	-1	-1		0
PP983670.1	subgenomic	942	10	+	0	-1	-1		0
PP983671.1	subgenomic	942	4	+	0	-1	-1		0
PP983672.1	subgenomic	924	3	+	0	-1	-1		0
PP983673.1	subgenomic	900	11	+	0	-1	-1		0
PP983674.1	subgenomic	942	4	+	0	-1	-1		0
PP983675.1	subgenomic	909	0	+	0	-1	-1		0
PP983676.1	subgenomic	933	0	+	0	-1	-1		0
PP983677.1	subgenomic	921	0	+	0	-1	-1		0
PP983678.1	subgenomic	933	1	+	0	-1	-1		0
PP983679.1	subgenomic	942	8	+	0	-1	-1		0
PP983680.1	subgenomic	933	3	+	0	-1	-1		0
PP983681.1	subgenomic	909	1	+	0	-1	-1		0
PP983682.1	subgenomic	936	8	+	0	-1	-1		0
PP983683.1	subgenomic	870	3	+	0	-1	-1		0
PP983684.1	subgenomic	939	0	+	0	-1	-1		0
PP983685.1	subgenomic	915	0	+	0	-1	-1		0
PP983686.1	subgenomic	930	1	+	0	-1	-1		0
PP983687.1	subgenomic	933	2	+	0	-1	-1		0
PP983688.1	subgenomic	921	3	+	0	-1	-1		0
PP983689.1	subgenomic	918	0	+	0	-1	-1		0
PP983690.1	subgenomic	924	0	+	0	-1	-1		0
PP983691.1	subgenomic	903	7	+	0	-1	-1		0
PP983692.1	subgenomic	903	5	+	0	-1	-1		0
PP983693.1	subgenomic	918	8	+	0	-1	-1		0
PP983694.1	subgenomic	930	2	+	0	-1	-1		0
PP983695.1	subgenomic	849	0	+	0	-1	-1		0
PP983696.1	subgenomic	906	14	+	0	-1	-1		0
PP983697.1	subgenomic	918	1	+	0	-1	-1		0
PP983698.1	subgenomic	924	0	+	0	-1	-1		0
PP983699.1	subgenomic	882	0	+	0	-1	-1		0
PP983700.1	subgenomic	939	11	+	0	-1	-1		0
PP983701.1	subgenomic	900	0	+	0	-1	-1		0
PP983702.1	subgenomic	468	0	+	0	-1	-1		0
PP983703.1	subgenomic	939	8	+	0	-1	-1		0
PP983704.1	subgenomic	930	6	+	0	-1	-1		0
PP983705.1	subgenomic	921	0	+	0	-1	-1		0
PP983706.1	subgenomic	933	0	+	0	-1	-1		0
PP983707.1	subgenomic	927	15	+	0	-1	-1		0
PP983708.1	subgenomic	954	2	+	0	-1	-1		0
PP983709.1	subgenomic	936	2	+	0	-1	-1		0
PP983710.1	subgenomic	918	0	+	0	-1	-1		0
PP983711.1	subgenomic	906	8	+	0	-1	-1		0
PP983712.1	subgenomic	936	0	+	0	-1	-1		0
PP983713.1	subgenomic	936	2	+	0	-1	-1		0
PP983714.1	subgenomic	801	0	+	0	-1	-1		0
PP983715.1	subgenomic	876	3	+	0	-1	-1		0
PP983716.1	subgenomic	912	0	+	0	-1	-1		0
PP983717.1	subgenomic	927	1	+	0	-1	-1		0
PP983718.1	subgenomic	924	5	+	0	-1	-1		0
PP983719.1	subgenomic	930	1	+	0	-1	-1		0
PP983720.1	subgenomic	933	1	+	0	-1	-1		0
PP983721.1	subgenomic	936	0	+	0	-1	-1		0
PP983722.1	subgenomic	933	0	+	0	-1	-1		0
PP983723.1	subgenomic	933	3	+	0	-1	-1		0
PP983724.1	subgenomic	708	1	+	0	-1	-1		0
PP983725.1	subgenomic	918	0	+	0	-1	-1		0
PP983726.1	subgenomic	936	7	+	0	-1	-1		0
PP983727.1	subgenomic	867	1	+	0	-1	-1		0
PP983728.1	subgenomic	915	0	+	0	-1	-1		0
PP983729.1	subgenomic	939	0	+	0	-1	-1		0
PP983730.1	subgenomic	891	0	+	0	-1	-1		0
PP983731.1	subgenomic	912	0	+	0	-1	-1		0
PP983732.1	subgenomic	933	6	+	0	-1	-1		0
PP983733.1	subgenomic	894	0	+	0	-1	-1		0
PP983734.1	subgenomic	927	4	+	0	-1	-1		0
PP983735.1	subgenomic	930	6	+	0	-1	-1		0
PP983736.1	subgenomic	918	6	+	0	-1	-1		0
PP983737.1	subgenomic	894	0	+	0	-1	-1		0
PP983738.1	subgenomic	909	0	+	0	-1	-1		0
PP983739.1	subgenomic	918	0	+	0	-1	-1		0
PP983740.1	subgenomic	903	1	+	0	-1	-1		0
PP983741.1	subgenomic	903	2	+	0	-1	-1		0
PP983742.1	subgenomic	909	1	+	0	-1	-1		0
PP983743.1	subgenomic	846	0	+	0	-1	-1		0
PP983744.1	subgenomic	921	2	+	0	-1	-1		0
PP983745.1	subgenomic	912	0	+	0	-1	-1		0
PP983746.1	subgenomic	876	0	+	0	-1	-1		0
PP983747.1	subgenomic	921	4	+	0	-1	-1		0
PP983748.1	subgenomic	810	0	+	0	-1	-1		0
PP983749.1	subgenomic	933	3	+	0	-1	-1		0
PP983750.1	subgenomic	927	8	+	0	-1	-1		0
PP983751.1	subgenomic	918	3	+	0	-1	-1		0
PP983752.1	subgenomic	933	0	+	0	-1	-1		0
PP983753.1	subgenomic	933	0	+	0	-1	-1		0
PP983754.1	subgenomic	948	0	+	0	-1	-1		0
PP983755.1	subgenomic	909	20	+	0	-1	-1		0
PP983756.1	subgenomic	933	4	+	0	-1	-1		0
PP983757.1	subgenomic	933	2	+	0	-1	-1		0
PP983758.1	subgenomic	918	8	+	0	-1	-1		0
PP983759.1	subgenomic	942	0	+	0	-1	-1		0
PP983760.1	subgenomic	933	1	+	0	-1	-1		0
PP983761.1	subgenomic	924	10	+	0	-1	-1		0
PP983762.1	subgenomic	930	1	+	0	-1	-1		0
PP983763.1	subgenomic	936	18	+	0	-1	-1		0
PP983764.1	subgenomic	918	6	+	0	-1	-1		0
PP983765.1	subgenomic	897	2	+	0	-1	-1		0
PP983766.1	subgenomic	939	0	+	0	-1	-1		0
PP983767.1	subgenomic	930	9	+	0	-1	-1		0
PP983768.1	subgenomic	870	4	+	0	-1	-1		0
PP983769.1	subgenomic	921	2	+	0	-1	-1		0
PP983770.1	subgenomic	930	0	+	0	-1	-1		0
PP983771.1	subgenomic	906	6	+	0	-1	-1		0
PP983772.1	subgenomic	915	6	+	0	-1	-1		0
PP983773.1	subgenomic	921	4	+	0	-1	-1		0
PP983774.1	subgenomic	942	3	+	0	-1	-1		0
PP983775.1	subgenomic	933	8	+	0	-1	-1		0
PP983776.1	subgenomic	900	0	+	0	-1	-1		0
PP983777.1	subgenomic	933	3	+	0	-1	-1		0
PP983778.1	subgenomic	930	5	+	0	-1	-1		0
PP983779.1	subgenomic	948	0	+	0	-1	-1		0
PP983780.1	subgenomic	927	2	+	0	-1	-1		0
PP983781.1	subgenomic	906	3	+	0	-1	-1		0
PP983782.1	subgenomic	930	1	+	0	-1	-1		0
PP983783.1	subgenomic	912	2	+	0	-1	-1		0
PP983784.1	subgenomic	903	2	+	0	-1	-1		0
PP983785.1	subgenomic	927	9	+	0	-1	-1		0
PP983786.1	subgenomic	909	2	+	0	-1	-1		0
PP983787.1	subgenomic	930	1	+	0	-1	-1		0
PP983788.1	subgenomic	936	0	+	0	-1	-1		0
PP983789.1	subgenomic	918	5	+	0	-1	-1		0
PP983790.1	subgenomic	903	0	+	0	-1	-1		0
PP983791.1	subgenomic	933	3	+	0	-1	-1		0
PP983792.1	subgenomic	912	0	+	0	-1	-1		0
PP983793.1	subgenomic	933	0	+	0	-1	-1		0
PP983794.1	subgenomic	924	6	+	0	-1	-1		0
PP983795.1	subgenomic	924	7	+	0	-1	-1		0
PP983796.1	subgenomic	933	7	+	0	-1	-1		0
PP983797.1	subgenomic	921	0	+	0	-1	-1		0
PP983798.1	subgenomic	915	7	+	0	-1	-1		0
PP983799.1	subgenomic	933	7	+	0	-1	-1		0
PP983800.1	subgenomic	918	2	+	0	-1	-1		0
PP983801.1	subgenomic	867	4	+	0	-1	-1		0
PP983802.1	subgenomic	918	0	+	0	-1	-1		0
PP983803.1	subgenomic	900	2	+	0	-1	-1		0
PP983804.1	subgenomic	912	2	+	0	-1	-1		0
PP983805.1	subgenomic	930	2	+	0	-1	-1		0
PP983806.1	subgenomic	888	0	+	0	-1	-1		0
PP983807.1	subgenomic	915	4	+	0	-1	-1		0
PP983808.1	subgenomic	867	2	+	0	-1	-1		0
PP983809.1	subgenomic	891	0	+	0	-1	-1		0
PP983810.1	subgenomic	918	0	+	0	-1	-1		0
PP983811.1	subgenomic	891	0	+	0	-1	-1		0
PP983812.1	subgenomic	852	3	+	0	-1	-1		0
PP983813.1	subgenomic	837	1	+	0	-1	-1		0
PP983814.1	subgenomic	900	2	+	0	-1	-1		0
PP983815.1	subgenomic	897	7	+	0	-1	-1		0
PP983816.1	subgenomic	906	1	+	0	-1	-1		0
PP983817.1	subgenomic	942	19	+	0	-1	-1		0
PP983818.1	subgenomic	882	0	+	0	-1	-1		0
PP983819.1	subgenomic	855	5	+	0	-1	-1		0
PP983820.1	subgenomic	933	2	+	0	-1	-1		0
PP983821.1	subgenomic	903	4	+	0	-1	-1		0
PP983822.1	subgenomic	909	0	+	0	-1	-1		0
PP983823.1	subgenomic	921	0	+	0	-1	-1		0
PP983824.1	subgenomic	912	0	+	0	-1	-1		0
PP983825.1	subgenomic	933	9	+	0	-1	-1		0
PP983826.1	subgenomic	918	0	+	0	-1	-1		0
PP983827.1	subgenomic	933	0	+	0	-1	-1		0
PP983828.1	subgenomic	933	0	+	0	-1	-1		0
PP983829.1	subgenomic	924	8	+	0	-1	-1		0
PP983830.1	subgenomic	933	0	+	0	-1	-1		0
PP983831.1	subgenomic	900	15	+	0	-1	-1		0
PP983832.1	subgenomic	942	1	+	0	-1	-1		0
PP983833.1	subgenomic	906	2	+	0	-1	-1		0
PP983834.1	subgenomic	846	2	+	0	-1	-1		0
PP983835.1	subgenomic	936	13	+	0	-1	-1		0
PP983836.1	subgenomic	912	1	+	0	-1	-1		0
PP983837.1	subgenomic	936	0	+	0	-1	-1		0
PP983838.1	subgenomic	903	0	+	0	-1	-1		0
PP983839.1	subgenomic	918	0	+	0	-1	-1		0
PP983840.1	subgenomic	933	0	+	0	-1	-1		0
PP983841.1	subgenomic	870	3	+	0	-1	-1		0
PP983842.1	subgenomic	882	0	+	0	-1	-1		0
PP983843.1	subgenomic	924	0	+	0	-1	-1		0
PP983844.1	subgenomic	924	7	+	0	-1	-1		0
PP983845.1	subgenomic	936	10	+	0	-1	-1		0
PP983846.1	subgenomic	888	14	+	0	-1	-1		0
PP983847.1	subgenomic	909	2	+	0	-1	-1		0
PP983848.1	subgenomic	939	0	+	0	-1	-1		0
PP983849.1	subgenomic	930	4	+	0	-1	-1		0
PP983850.1	subgenomic	936	0	+	0	-1	-1		0
PP983851.1	subgenomic	936	7	+	0	-1	-1		0
PP983852.1	subgenomic	948	5	+	0	-1	-1		0
PP983853.1	subgenomic	936	0	+	0	-1	-1		0
PP983854.1	subgenomic	921	5	+	0	-1	-1		0
PP983855.1	subgenomic	921	19	+	0	-1	-1		0
PP983856.1	subgenomic	903	3	+	0	-1	-1		0
PP983857.1	subgenomic	918	0	+	0	-1	-1		0
PP983858.1	subgenomic	837	0	+	0	-1	-1		0
PP983859.1	subgenomic	915	16	+	0	-1	-1		0
PP983860.1	subgenomic	936	0	+	0	-1	-1		0
PP983861.1	subgenomic	921	6	+	0	-1	-1		0
PP983862.1	subgenomic	927	1	+	0	-1	-1		0
PP983863.1	subgenomic	921	3	+	0	-1	-1		0
PP983864.1	subgenomic	906	4	+	0	-1	-1		0
PP983865.1	subgenomic	924	1	+	0	-1	-1		0
PP983866.1	subgenomic	930	0	+	0	-1	-1		0
PP983867.1	subgenomic	933	0	+	0	-1	-1		0
PP983868.1	subgenomic	915	2	+	0	-1	-1		0
PP983869.1	subgenomic	924	18	+	0	-1	-1		0
PP983870.1	subgenomic	933	2	+	0	-1	-1		0
PP983871.1	subgenomic	933	0	+	0	-1	-1		0
PP983872.1	subgenomic	903	0	+	0	-1	-1		0
PP983873.1	subgenomic	936	5	+	0	-1	-1		0
PP983874.1	subgenomic	912	7	+	0	-1	-1		0
PP983875.1	subgenomic	927	0	+	0	-1	-1		0
PP983876.1	subgenomic	939	0	+	0	-1	-1		0
PP983877.1	subgenomic	921	16	+	0	-1	-1		0
PP983878.1	subgenomic	756	0	+	0	-1	-1		0
PP983879.1	subgenomic	930	3	+	0	-1	-1		0
PP983880.1	subgenomic	873	0	+	0	-1	-1		0
PP983881.1	subgenomic	903	1	+	0	-1	-1		0
PP983882.1	subgenomic	912	0	+	0	-1	-1		0
PP983883.1	subgenomic	936	0	+	0	-1	-1		0
PP983884.1	subgenomic	942	0	+	0	-1	-1		0
PP983885.1	subgenomic	933	0	+	0	-1	-1		0
PQ119519.1	subgenomic	717	0	+	1	136755	137447		0
PV105585.1	subgenomic	4009	0	+	1	62557	66565	UL30	794
PV105590.1	subgenomic	4011	1	+	1	62557	66544	UL30	794
PV105591.1	subgenomic	3916	1	+	1	62640	66547	UL30	794
PV105598.1	subgenomic	4008	2	+	1	62559	66563	UL30	782
PV105603.1	subgenomic	178	0	+	1	65275	65451	UL30	30
PV105604.1	subgenomic	178	0	+	1	65275	65451	UL30	30
PV105607.1	subgenomic	178	0	+	1	65275	65451	UL30	30
PV358090.1	subgenomic	362	0	+	1	54962	55314		0
PV594047.1	subgenomic	2030	0	+	1	15131	17159	UL5	0
PV689946.1	subgenomic	1004	0	+	1	9886	10886		0
PV726245.1	subgenomic	600	0	+	1	11824	12420		0
PV726246.1	subgenomic	1422	0	+	1	23205	24625		0
PV749626.1	subgenomic	669	0	+	1	40821	41489		0
PV749627.1	subgenomic	291	0	+	1	24802	25070		0
PV780002.1	subgenomic	276	0	+	1	106719	106991		0
PV780003.1	subgenomic	2715	0	+	1	53081	55793		0
PV780004.1	subgenomic	2517	0	+	1	43867	46383		0
PV780005.1	subgenomic	675	0	+	1	9338	10010		0
PV780006.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
PX025624.1	subgenomic	371	0	+	1	33768	34136		0
PX025625.1	subgenomic	371	0	+	1	33768	34136		0
PX025626.1	subgenomic	371	0	+	1	33768	34136		0
PX499243.1	subgenomic	412	0	+	1	64036	64444	UL30	67
PX593730.1	subgenomic	54601	0	+	8	62480	117144	UL30|UL52|UL54	1839
PX593731.1	subgenomic	53253	0	-	1	9208	62471	UL19|UL29|UL5	2225
PZ105978.1	subgenomic	267	0	+	1	64095	64359	UL30	45
PZ105979.1	subgenomic	267	0	+	1	64095	64359	UL30	45
S51910.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
S51912.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
S57428.1	subgenomic	223	0	+	0	-1	-1		0
S57676.1	subgenomic	217	0	-	4	19	152207		0
S57677.1	subgenomic	234	0	-	4	23	152210		0
S57678.1	subgenomic	255	0	-	4	19	152209		0
S57679.1	subgenomic	255	0	-	4	23	152208		0
S57680.1	subgenomic	256	0	-	4	23	152208		0
S62895.1	subgenomic	648	0	+	1	142556	143176		0
S65444.1	subgenomic	1488	0	-	1	53345	54829		0
S68160.1	subgenomic	194	0	+	1	65447	65639	UL30	22
S70449.1	subgenomic	464	0	-	1	47121	47580		0
S74390.1	subgenomic	1478	0	+	1	53366	54826		0
S76381.1	subgenomic	640	0	+	1	116309	116945		0
S79182.1	subgenomic	403	0	+	1	138348	138748		0
S79186.1	subgenomic	400	0	+	1	138520	138908		0
S79749.1	subgenomic	120	0	+	1	64232	64336	UL30	15
U03045.1	subgenomic	101	0	+	1	138914	138958		0
U14422.1	subgenomic	1032	0	+	1	112169	113197	UL52	6
U18080.1	subgenomic	791	123	+	1	2308	3100	RL2	0
U18081.1	subgenomic	883	0	+	1	2260	3004	RL2	13
U49121.1	subgenomic	2715	0	-	1	53081	55793		0
U53683.1	subgenomic	675	0	+	1	9338	10010		0
U53684.1	subgenomic	675	0	+	1	9338	9994		0
U67870.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
U67871.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
U67872.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
U67873.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
U92046.1	subgenomic	209	0	+	1	118662	118870		0
U92047.1	subgenomic	209	0	+	1	118662	118870		0
U92048.1	subgenomic	209	0	+	1	118662	118870		0
V00461.1	subgenomic	131	0	-	2	351	152206		0
V00462.1	subgenomic	431	0	-	5	145418	145866		0
V00463.1	subgenomic	456	0	-	1	47701	48081		0
V00464.1	subgenomic	651	0	+	1	86141	86697		0
V00465.1	subgenomic	737	0	+	1	89402	90138		0
V00467.1	subgenomic	1799	0	-	1	46520	48309		0
V00468.1	subgenomic	360	0	+	1	86095	86442		0
V00469.1	subgenomic	430	0	-	1	40527	40894	UL19	0
V00470.1	subgenomic	1799	0	-	1	46330	48110		0
X00428.1	subgenomic	2400	0	+	8	131993	132605		0
X01625.1	subgenomic	474	0	+	1	113328	113801	UL54	7
X01845.1	subgenomic	197	0	+	1	115132	115324	UL54	15
